path,compatibility,groups,faces,triangles,quads,otherFaces,missingMaterialLibraries,undefinedMaterialUses,facesWithoutTextureCoordinates,facesWithoutNormals,invalidVertexFaces,invalidTextureCoordinateFaces,invalidNormalFaces,mixedTriangleQuadGroups
missile_parts/mp_f_10_15_kerosene.obj,BAKE_CANDIDATE,1,92,92,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_f_10_kerosene.obj,BAKE_CANDIDATE,1,44,44,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_f_10_long_kerosene.obj,BAKE_CANDIDATE,1,44,44,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_f_15_20_kerosene.obj,BAKE_CANDIDATE,1,92,92,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_f_15_hydrogen.obj,BAKE_CANDIDATE,1,328,328,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_f_15_kerosene.obj,BAKE_CANDIDATE,1,44,44,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_f_20.obj,NEEDS_RENDERER_REVIEW,1,44,44,0,0,0,0,44,0,0,0,0,0
missile_parts/mp_s_10_cruise.obj,BAKE_CANDIDATE,1,176,176,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_s_10_flat.obj,BAKE_CANDIDATE,1,48,48,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_s_10_space.obj,BAKE_CANDIDATE,1,160,160,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_s_15_flat.obj,BAKE_CANDIDATE,1,80,80,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_s_15_soyuz.obj,BAKE_CANDIDATE,1,56,56,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_s_15_thin.obj,BAKE_CANDIDATE,1,80,80,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_s_20.obj,NEEDS_RENDERER_REVIEW,1,40,40,0,0,0,0,40,0,0,0,0,0
missile_parts/mp_t_10_kerosene.obj,BAKE_CANDIDATE,1,150,150,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_10_kerosene_tec.obj,NEEDS_RENDERER_REVIEW,1,422,422,0,0,0,0,422,0,0,0,0,0
missile_parts/mp_t_10_solid.obj,BAKE_CANDIDATE,1,126,126,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_10_xenon.obj,BAKE_CANDIDATE,1,164,164,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15.obj,NEEDS_RENDERER_REVIEW,1,150,150,0,0,0,0,150,0,0,0,0,0
missile_parts/mp_t_15_balefire.obj,BAKE_CANDIDATE,1,222,222,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_balefire_large.obj,BAKE_CANDIDATE,1,270,270,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_balefire_short.obj,BAKE_CANDIDATE,1,222,222,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_kerosene.obj,BAKE_CANDIDATE,1,184,184,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_kerosene_dual.obj,BAKE_CANDIDATE,1,266,266,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_kerosene_tec.obj,NEEDS_RENDERER_REVIEW,1,422,422,0,0,0,0,422,0,0,0,0,0
missile_parts/mp_t_15_kerosene_triple.obj,BAKE_CANDIDATE,1,362,362,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_solid.obj,BAKE_CANDIDATE,1,116,116,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_15_solid_hexdecuple.obj,BAKE_CANDIDATE,1,908,908,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_20_kerosene.obj,BAKE_CANDIDATE,1,270,270,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_20_kerosene_dual.obj,BAKE_CANDIDATE,1,448,448,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_20_kerosene_triple.obj,BAKE_CANDIDATE,1,578,578,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_20_solid.obj,BAKE_CANDIDATE,1,116,116,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_t_20_solid_multi.obj,BAKE_CANDIDATE,1,1172,1172,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_10_buster.obj,BAKE_CANDIDATE,1,116,116,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_10_he.obj,BAKE_CANDIDATE,1,46,46,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_10_incendiary.obj,BAKE_CANDIDATE,1,70,70,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_10_nuclear.obj,BAKE_CANDIDATE,1,46,46,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_10_nuclear_large.obj,BAKE_CANDIDATE,1,116,116,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_10_taint.obj,BAKE_CANDIDATE,1,140,140,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15.obj,NEEDS_RENDERER_REVIEW,1,70,70,0,0,0,0,70,0,0,0,0,0
missile_parts/mp_w_15_balefire.obj,BAKE_CANDIDATE,1,350,350,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15_boxcar.obj,BAKE_CANDIDATE,1,1414,1414,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15_he.obj,BAKE_CANDIDATE,1,56,56,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15_incendiary.obj,BAKE_CANDIDATE,1,70,70,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15_n2.obj,BAKE_CANDIDATE,1,46,46,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15_nuclear.obj,BAKE_CANDIDATE,1,140,140,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_15_turbine.obj,BAKE_CANDIDATE,1,236,236,0,0,0,0,0,0,0,0,0,0
missile_parts/mp_w_20.obj,NEEDS_RENDERER_REVIEW,1,46,46,0,0,0,0,46,0,0,0,0,0
missile_stealth.obj,BAKE_CANDIDATE,1,118,118,0,0,0,0,0,0,0,0,0,0
missile_strong.obj,BAKE_CANDIDATE,1,334,334,0,0,0,0,0,0,0,0,0,0
missile_v2.obj,BAKE_CANDIDATE,1,182,182,0,0,0,0,0,0,0,0,0,0
mobs/blockspider.obj,NEEDS_RENDERER_REVIEW,9,348,348,0,0,0,0,12,0,0,0,0,0
mobs/bot_prime_body.obj,BAKE_CANDIDATE,1,632,632,0,0,0,0,0,0,0,0,0,0
mobs/bot_prime_head.obj,BAKE_CANDIDATE,1,680,680,0,0,0,0,0,0,0,0,0,0
mobs/capsule.obj,BAKE_CANDIDATE,1,96,96,0,0,0,0,0,0,0,0,0,0
mobs/glyphid.obj,BAKE_CANDIDATE,19,287,287,0,0,0,0,0,0,0,0,0,0
mobs/horse.obj,BAKE_CANDIDATE,14,264,264,0,0,0,0,0,0,0,0,0,0
mobs/maskman.obj,BAKE_CANDIDATE,8,1038,1038,0,0,0,0,0,0,0,0,0,0
mobs/mini_ufo.obj,BAKE_CANDIDATE,1,288,288,0,0,0,0,0,0,0,0,0,0
mobs/plasticbag.obj,BAKE_CANDIDATE,1,26,26,0,0,0,0,0,0,0,0,0,0
mobs/quadcopter.obj,BAKE_CANDIDATE,1,108,108,0,0,0,0,0,0,0,0,0,0
mobs/siege_ufo.obj,NEEDS_RENDERER_REVIEW,2,1760,1760,0,0,0,0,448,0,0,0,0,0
mobs/taintcrab.obj,BAKE_CANDIDATE,3,492,492,0,0,0,0,0,0,0,0,0,0
mobs/teslacrab.obj,BAKE_CANDIDATE,3,254,254,0,0,0,0,0,0,0,0,0,0
mobs/tunneler.obj,BAKE_CANDIDATE,2,266,266,0,0,0,0,0,0,0,0,0,0
mobs/ufo.obj,BAKE_CANDIDATE,1,2836,2836,0,0,0,0,0,0,0,0,0,0
network/connector.obj,BAKE_CANDIDATE,1,92,92,0,0,0,0,0,0,0,0,0,0
network/connector_super.obj,BAKE_CANDIDATE,1,196,196,0,0,0,0,0,0,0,0,0,0
network/fluid_diode.obj,NEEDS_MATERIAL_REVIEW,1,664,664,0,0,1,0,0,0,0,0,0,0
network/pipe_anchor.obj,BAKE_CANDIDATE,3,134,134,0,0,0,0,0,0,0,0,0,0
network/pylon_large.obj,BAKE_CANDIDATE,1,878,878,0,0,0,0,0,0,0,0,0,0
network/pylon_medium.obj,BAKE_CANDIDATE,2,364,364,0,0,0,0,0,0,0,0,0,0
network/substation.obj,BAKE_CANDIDATE,1,1360,1360,0,0,0,0,0,0,0,0,0,0
nikonium.obj,NEEDS_MATERIAL_REVIEW,1,6,6,0,0,1,0,0,0,0,0,0,0
particleaccelerator/beamline.obj,BAKE_CANDIDATE,3,56,56,0,0,0,0,0,0,0,0,0,0
particleaccelerator/detector.obj,BAKE_CANDIDATE,1,1090,1090,0,0,0,0,0,0,0,0,0,0
particleaccelerator/dipole.obj,BAKE_CANDIDATE,1,256,256,0,0,0,0,0,0,0,0,0,0
particleaccelerator/quadrupole.obj,BAKE_CANDIDATE,1,292,292,0,0,0,0,0,0,0,0,0,0
particleaccelerator/rfc.obj,BAKE_CANDIDATE,1,240,240,0,0,0,0,0,0,0,0,0,0
particleaccelerator/source.obj,BAKE_CANDIDATE,1,1228,1228,0,0,0,0,0,0,0,0,0,0
pheodoors/airlock_door.obj,BAKE_CANDIDATE,3,958,958,0,0,0,0,0,0,0,0,0,0
pheodoors/blast_door.obj,BAKE_CANDIDATE,5,866,866,0,0,0,0,0,0,0,0,0,0
pheodoors/containment_door.obj,BAKE_CANDIDATE,2,588,588,0,0,0,0,0,0,0,0,0,0
pheodoors/fire_door.obj,BAKE_CANDIDATE,2,670,670,0,0,0,0,0,0,0,0,0,0
pheodoors/seal_door.obj,BAKE_CANDIDATE,2,180,180,0,0,0,0,0,0,0,0,0,0
pheodoors/secure_door.obj,BAKE_CANDIDATE,2,778,778,0,0,0,0,0,0,0,0,0,0
pheodoors/sliding_door.obj,BAKE_CANDIDATE,3,342,342,0,0,0,0,0,0,0,0,0,0
pheodoors/vault_door.obj,BAKE_CANDIDATE,3,1338,1338,0,0,0,0,0,0,0,0,0,0
pheodoors/vehicle_door.obj,BAKE_CANDIDATE,3,972,972,0,0,0,0,0,0,0,0,0,0
pheodoors/water_door.obj,BAKE_CANDIDATE,5,1520,1520,0,0,0,0,0,0,0,0,0,0
press_body.obj,BAKE_CANDIDATE,1,184,184,0,0,0,0,0,0,0,0,0,0
press_head.obj,BAKE_CANDIDATE,1,28,28,0,0,0,0,0,0,0,0,0,0
projectiles/deb_blank.obj,BAKE_CANDIDATE,1,16,16,0,0,0,0,0,0,0,0,0,0
projectiles/deb_element.obj,BAKE_CANDIDATE,1,336,336,0,0,0,0,0,0,0,0,0,0
projectiles/deb_fuel.obj,BAKE_CANDIDATE,1,32,32,0,0,0,0,0,0,0,0,0,0
projectiles/deb_graphite.obj,BAKE_CANDIDATE,1,20,20,0,0,0,0,0,0,0,0,0,0
projectiles/deb_lid.obj,BAKE_CANDIDATE,1,12,12,0,0,0,0,0,0,0,0,0,0
projectiles/deb_rod.obj,BAKE_CANDIDATE,1,22,22,0,0,0,0,0,0,0,0,0,0
projectiles/leadburster.obj,BAKE_CANDIDATE,3,542,542,0,0,0,0,0,0,0,0,0,0
projectiles/projectiles.obj,BAKE_CANDIDATE,10,1358,1358,0,0,0,0,0,0,0,0,0,0
radar_base.obj,BAKE_CANDIDATE,1,90,90,0,0,0,0,0,0,0,0,0,0
radiolysis.obj,NEEDS_MATERIAL_REVIEW,1,810,810,0,0,1,0,0,0,0,0,0,0
rbmk/autoloader.obj,BAKE_CANDIDATE,2,352,352,0,0,0,0,0,0,0,0,0,0
rbmk/button.obj,BAKE_CANDIDATE,2,20,20,0,0,0,0,0,0,0,0,0,0
rbmk/crane.obj,BAKE_CANDIDATE,5,1230,1230,0,0,0,0,0,0,0,0,0,0
rbmk/crane_console.obj,BAKE_CANDIDATE,9,4870,4870,0,0,0,0,0,0,0,0,0,0
rbmk/debris.obj,BAKE_CANDIDATE,1,48,48,0,0,0,0,0,0,0,0,0,0
rbmk/gauge.obj,BAKE_CANDIDATE,2,129,129,0,0,0,0,0,0,0,0,0,0
rbmk/indicator.obj,BAKE_CANDIDATE,2,18,18,0,0,0,0,0,0,0,0,0,0
rbmk/lever.obj,BAKE_CANDIDATE,2,202,202,0,0,0,0,0,0,0,0,0,0
rbmk/numitron.obj,BAKE_CANDIDATE,1,26,26,0,0,0,0,0,0,0,0,0,0
rbmk/rbmk_console.obj,BAKE_CANDIDATE,1,5148,5148,0,0,0,0,0,0,0,0,0,0
rbmk/rbmk_element.obj,REQUIRES_SPLIT_OR_CUSTOM_RENDERER,3,198,136,62,0,0,0,0,0,0,0,0,1
rbmk/rbmk_element_rods.obj,BAKE_CANDIDATE,1,112,112,0,0,0,0,0,0,0,0,0,0
rbmk/rbmk_rods.obj,BAKE_CANDIDATE,2,96,96,0,0,0,0,0,0,0,0,0,0
rbmk/terminal.obj,BAKE_CANDIDATE,1,26,26,0,0,0,0,0,0,0,0,0,0
reactors/breeder.obj,NEEDS_MATERIAL_REVIEW,1,436,436,0,0,1,0,0,0,0,0,0,0
reactors/icf.obj,BAKE_CANDIDATE,1,6168,6168,0,0,0,0,0,0,0,0,0,0
reactors/reactor_small_base.obj,BAKE_CANDIDATE,1,544,544,0,0,0,0,0,0,0,0,0,0
reactors/reactor_small_rods.obj,BAKE_CANDIDATE,1,244,244,0,0,0,0,0,0,0,0,0,0
reactors/watz.obj,BAKE_CANDIDATE,1,4088,4088,0,0,0,0,0,0,0,0,0,0
refinery.obj,BAKE_CANDIDATE,1,1302,1302,0,0,0,0,0,0,0,0,0,0
refinery_exploded.obj,BAKE_CANDIDATE,1,934,934,0,0,0,0,0,0,0,0,0,0
sat_dock.obj,BAKE_CANDIDATE,1,28,28,0,0,0,0,0,0,0,0,0,0
sat_foeq_burning.obj,BAKE_CANDIDATE,1,951,951,0,0,0,0,0,0,0,0,0,0
sat_foeq_fire.obj,NEEDS_RENDERER_REVIEW,1,82,82,0,0,0,0,82,0,0,0,0,0
shimmer_axe.obj,BAKE_CANDIDATE,1,132,132,0,0,0,0,0,0,0,0,0,0
shimmer_sledge.obj,BAKE_CANDIDATE,2,158,158,0,0,0,0,0,0,0,0,0,0
soyuz.obj,BAKE_CANDIDATE,22,4132,4132,0,0,0,0,0,0,0,0,0,0
soyuz_lander.obj,BAKE_CANDIDATE,2,540,540,0,0,0,0,0,0,0,0,0,0
soyuz_module.obj,BAKE_CANDIDATE,4,2180,2180,0,0,0,0,0,0,0,0,0,0
sphere_iuv.obj,BAKE_CANDIDATE,1,80,80,0,0,0,0,0,0,0,0,0,0
sphere_new.obj,BAKE_CANDIDATE,1,320,320,0,0,0,0,0,0,0,0,0,0
sphere_ruv.obj,BAKE_CANDIDATE,1,80,80,0,0,0,0,0,0,0,0,0,0
sphere_uv.obj,BAKE_CANDIDATE,1,168,168,0,0,0,0,0,0,0,0,0,0
strut.obj,BAKE_CANDIDATE,1,20,20,0,0,0,0,0,0,0,0,0,0
tank.obj,BAKE_CANDIDATE,1,120,120,0,0,0,0,0,0,0,0,0,0
tesla.obj,BAKE_CANDIDATE,1,382,382,0,0,0,0,0,0,0,0,0,0
trinkets/bobble.obj,NEEDS_RENDERER_REVIEW,24,925,925,0,0,0,0,178,0,0,0,0,0
trinkets/chip.obj,BAKE_CANDIDATE,1,356,356,0,0,0,0,0,0,0,0,0,0
trinkets/derg.obj,BAKE_CANDIDATE,3,146,146,0,0,0,0,0,0,0,0,0,0
trinkets/hundun.obj,BAKE_CANDIDATE,2,528,528,0,0,0,0,0,0,0,0,0,0
trinkets/lantern.obj,NEEDS_RENDERER_REVIEW,2,164,164,0,0,0,0,8,0,0,0,0,0
trinkets/snowglobe.obj,BAKE_CANDIDATE,7,999,999,0,0,0,0,0,0,0,0,0,0
trinkets/yomi.obj,BAKE_CANDIDATE,1,156,156,0,0,0,0,0,0,0,0,0,0
turrets/turret_arty.obj,BAKE_CANDIDATE,4,1370,1370,0,0,0,0,0,0,0,0,0,0
turrets/turret_brandon.obj,BAKE_CANDIDATE,2,740,740,0,0,0,0,0,0,0,0,0,0
turrets/turret_chekhov.obj,BAKE_CANDIDATE,5,2240,2240,0,0,0,0,0,0,0,0,0,0
turrets/turret_fritz.obj,BAKE_CANDIDATE,1,1090,1090,0,0,0,0,0,0,0,0,0,0
turrets/turret_himars.obj,BAKE_CANDIDATE,15,2306,2306,0,0,0,0,0,0,0,0,0,0
turrets/turret_howard.obj,BAKE_CANDIDATE,4,1168,1168,0,0,0,0,0,0,0,0,0,0
turrets/turret_howard_damaged.obj,BAKE_CANDIDATE,4,1168,1168,0,0,0,0,0,0,0,0,0,0
turrets/turret_jeremy.obj,BAKE_CANDIDATE,1,652,652,0,0,0,0,0,0,0,0,0,0
turrets/turret_microwave.obj,BAKE_CANDIDATE,4,1318,1318,0,0,0,0,0,0,0,0,0,0
turrets/turret_richard.obj,BAKE_CANDIDATE,2,887,887,0,0,0,0,0,0,0,0,0,0
turrets/turret_sentry.obj,BAKE_CANDIDATE,6,780,780,0,0,0,0,0,0,0,0,0,0
turrets/turret_tauon.obj,BAKE_CANDIDATE,2,1722,1722,0,0,0,0,0,0,0,0,0,0
vehicles/cart.obj,BAKE_CANDIDATE,2,288,288,0,0,0,0,0,0,0,0,0,0
vehicles/cart_destroyer.obj,BAKE_CANDIDATE,1,82,82,0,0,0,0,0,0,0,0,0,0
vehicles/cart_powder.obj,BAKE_CANDIDATE,3,72,72,0,0,0,0,0,0,0,0,0,0
vehicles/tram.obj,BAKE_CANDIDATE,1,294,294,0,0,0,0,0,0,0,0,0,0
vehicles/tram_trailer.obj,BAKE_CANDIDATE,1,190,190,0,0,0,0,0,0,0,0,0,0
weapons/.obj,REQUIRES_REPAIR,2,2756,2756,0,0,0,0,0,0,1251,1301,707,0
weapons/aberrator.obj,BAKE_CANDIDATE,7,928,928,0,0,0,0,0,0,0,0,0,0
weapons/am180.obj,BAKE_CANDIDATE,6,1458,1458,0,0,0,0,0,0,0,0,0,0
weapons/amat.obj,BAKE_CANDIDATE,10,4126,4126,0,0,0,0,0,0,0,0,0,0
weapons/bio_revolver.obj,BAKE_CANDIDATE,5,1136,1136,0,0,0,0,0,0,0,0,0,0
weapons/bolter.obj,BAKE_CANDIDATE,4,1014,1014,0,0,0,0,0,0,0,0,0,0
weapons/boltgun.obj,BAKE_CANDIDATE,2,894,894,0,0,0,0,0,0,0,0,0,0
weapons/building.obj,BAKE_CANDIDATE,1,888,888,0,0,0,0,0,0,0,0,0,0
weapons/c130.obj,BAKE_CANDIDATE,5,1256,1256,0,0,0,0,0,0,0,0,0,0
weapons/carbine.obj,BAKE_CANDIDATE,7,1954,1954,0,0,0,0,0,0,0,0,0,0
weapons/chainsaw.obj,BAKE_CANDIDATE,2,161,161,0,0,0,0,0,0,0,0,0,0
weapons/charge_dynamite.obj,BAKE_CANDIDATE,1,48,48,0,0,0,0,0,0,0,0,0,0
weapons/charge_thrower.obj,BAKE_CANDIDATE,6,2444,2444,0,0,0,0,0,0,0,0,0,0
weapons/chemthrower.obj,BAKE_CANDIDATE,4,3375,3375,0,0,0,0,0,0,0,0,0,0
weapons/chodeblaster.obj,NEEDS_MATERIAL_REVIEW,2,2548,2548,0,0,1,0,0,0,0,0,0,0
weapons/coilgun.obj,BAKE_CANDIDATE,1,2862,2862,0,0,0,0,0,0,0,0,0,0
weapons/congolake.obj,BAKE_CANDIDATE,8,1349,1349,0,0,0,0,0,0,0,0,0,0
weapons/crucible.obj,BAKE_CANDIDATE,4,1426,1426,0,0,0,0,0,0,0,0,0,0
weapons/detonator_laser.obj,NEEDS_RENDERER_REVIEW,2,570,570,0,0,0,0,84,0,0,0,0,0
weapons/drill.obj,BAKE_CANDIDATE,7,1181,1181,0,0,0,0,0,0,0,0,0,0
weapons/fatman.obj,BAKE_CANDIDATE,6,1171,1171,0,0,0,0,0,0,0,0,0,0
weapons/fireext.obj,BAKE_CANDIDATE,1,420,420,0,0,0,0,0,0,0,0,0,0
weapons/flamethrower.obj,BAKE_CANDIDATE,4,1451,1451,0,0,0,0,0,0,0,0,0,0
weapons/flaregun.obj,BAKE_CANDIDATE,4,975,975,0,0,0,0,0,0,0,0,0,0
weapons/folly.obj,BAKE_CANDIDATE,5,1034,1034,0,0,0,0,0,0,0,0,0,0
weapons/g3.obj,BAKE_CANDIDATE,13,2349,2349,0,0,0,0,0,0,0,0,0,0
weapons/gavel.obj,BAKE_CANDIDATE,1,826,826,0,0,0,0,0,0,0,0,0,0
weapons/greasegun.obj,BAKE_CANDIDATE,6,1888,1888,0,0,0,0,0,0,0,0,0,0
weapons/grenade_aschrab.obj,BAKE_CANDIDATE,1,160,160,0,0,0,0,0,0,0,0,0,0
weapons/grenade_frag.obj,BAKE_CANDIDATE,1,584,584,0,0,0,0,0,0,0,0,0,0
weapons/grenades.obj,BAKE_CANDIDATE,10,1622,1622,0,0,0,0,0,0,0,0,0,0
weapons/hangman.obj,BAKE_CANDIDATE,5,1807,1807,0,0,0,0,0,0,0,0,0,0
weapons/henry.obj,BAKE_CANDIDATE,6,568,568,0,0,0,0,0,0,0,0,0,0
weapons/lance.obj,NEEDS_RENDERER_REVIEW,2,338,338,0,0,0,0,20,0,0,0,0,0
weapons/laser_pistol.obj,BAKE_CANDIDATE,5,1512,1512,0,0,0,0,0,0,0,0,0,0
weapons/lasrifle.obj,BAKE_CANDIDATE,6,1424,1424,0,0,0,0,0,0,0,0,0,0
weapons/lasrifle_mods.obj,BAKE_CANDIDATE,2,126,126,0,0,0,0,0,0,0,0,0,0
weapons/launch_pad_erector.obj,BAKE_CANDIDATE,25,4294,4294,0,0,0,0,0,0,0,0,0,0
weapons/launch_pad_silo.obj,BAKE_CANDIDATE,1,76,76,0,0,0,0,0,0,0,0,0,0
weapons/liberator.obj,BAKE_CANDIDATE,7,1882,1882,0,0,0,0,0,0,0,0,0,0
weapons/lilmac.obj,BAKE_CANDIDATE,7,3152,3152,0,0,0,0,0,0,0,0,0,0
weapons/m2_browning.obj,NEEDS_MATERIAL_REVIEW,20,10088,10088,0,0,1,0,0,0,0,0,0,0
weapons/maresleg.obj,BAKE_CANDIDATE,5,860,860,0,0,0,0,0,0,0,0,0,0
weapons/mas36.obj,BAKE_CANDIDATE,8,2644,2644,0,0,0,0,0,0,0,0,0,0
weapons/meteor.obj,BAKE_CANDIDATE,1,44,44,0,0,0,0,0,0,0,0,0,0
weapons/mike_hawk.obj,BAKE_CANDIDATE,11,1054,1054,0,0,0,0,0,0,0,0,0,0
weapons/minigun.obj,BAKE_CANDIDATE,4,2928,2928,0,0,0,0,0,0,0,0,0,0
weapons/missile_launcher.obj,BAKE_CANDIDATE,4,1603,1603,0,0,0,0,0,0,0,0,0,0
weapons/mk108.obj,BAKE_CANDIDATE,6,1158,1158,0,0,0,0,0,0,0,0,0,0
weapons/n_i_4_n_i.obj,BAKE_CANDIDATE,10,698,698,0,0,0,0,0,0,0,0,0,0
weapons/panzerschreck.obj,BAKE_CANDIDATE,3,1538,1538,0,0,0,0,0,0,0,0,0,0
weapons/pepperbox.obj,BAKE_CANDIDATE,6,1360,1360,0,0,0,0,0,0,0,0,0,0
weapons/quadro.obj,BAKE_CANDIDATE,2,1806,1806,0,0,0,0,0,0,0,0,0,0
weapons/sacred_dragon.obj,BAKE_CANDIDATE,6,1484,1484,0,0,0,0,0,0,0,0,0,0
weapons/sexy.obj,BAKE_CANDIDATE,9,1754,1754,0,0,0,0,0,0,0,0,0,0
weapons/shredder.obj,BAKE_CANDIDATE,3,2132,2132,0,0,0,0,0,0,0,0,0,0
weapons/spas-12.obj,BAKE_CANDIDATE,4,962,962,0,0,0,0,0,0,0,0,0,0
weapons/star_f.obj,BAKE_CANDIDATE,5,683,683,0,0,0,0,0,0,0,0,0,0
weapons/stg77.obj,BAKE_CANDIDATE,8,1760,1760,0,0,0,0,0,0,0,0,0,0
weapons/stinger.obj,BAKE_CANDIDATE,2,308,308,0,0,0,0,0,0,0,0,0,0
weapons/stopsign.obj,NEEDS_MATERIAL_REVIEW,1,64,64,0,0,1,0,0,0,0,0,0,0
weapons/tau.obj,BAKE_CANDIDATE,2,1866,1866,0,0,0,0,0,0,0,0,0,0
weapons/tesla_cannon.obj,BAKE_CANDIDATE,4,2970,2970,0,0,0,0,0,0,0,0,0,0
weapons/tom_main.obj,BAKE_CANDIDATE,1,106,106,0,0,0,0,0,0,0,0,0,0
weapons/torpedo.obj,BAKE_CANDIDATE,1,804,804,0,0,0,0,0,0,0,0,0,0
weapons/uzi.obj,BAKE_CANDIDATE,8,1716,1716,0,0,0,0,0,0,0,0,0,0
weapons/whiskey.obj,BAKE_CANDIDATE,1,212,212,0,0,0,0,0,0,0,0,0,0
zirnox.obj,BAKE_CANDIDATE,1,1144,1144,0,0,0,0,0,0,0,0,0,0
zirnox/deb_blank.obj,BAKE_CANDIDATE,1,10,10,0,0,0,0,0,0,0,0,0,0
zirnox/deb_concrete.obj,BAKE_CANDIDATE,1,12,12,0,0,0,0,0,0,0,0,0,0
zirnox/deb_element.obj,BAKE_CANDIDATE,1,128,128,0,0,0,0,0,0,0,0,0,0
zirnox/deb_exchanger.obj,BAKE_CANDIDATE,1,38,38,0,0,0,0,0,0,0,0,0,0
zirnox/deb_shrapnel.obj,BAKE_CANDIDATE,1,9,9,0,0,0,0,0,0,0,0,0,0
zirnox_destroyed.obj,BAKE_CANDIDATE,1,1135,1135,0,0,0,0,0,0,0,0,0,0
